ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-29,75250.33151911502,70199.01578581637,80163.4465586026,75250.33151911502,75250.33151911502,-230.2496898455207,-230.2496898455207,-230.2496898455207,-230.2496898455207,-230.2496898455207,-230.2496898455207,0.0,0.0,0.0,75020.0818292695
2025-01-30,75250.83849737013,71134.83993980629,81458.57029760489,75250.83849737013,75250.83849737013,1218.6643142338557,1218.6643142338557,1218.6643142338557,1218.6643142338557,1218.6643142338557,1218.6643142338557,0.0,0.0,0.0,76469.50281160399
2025-01-31,75251.34565052296,69301.74010522965,78650.74173580781,75251.34565052296,75251.34565052296,-1395.7797555337265,-1395.7797555337265,-1395.7797555337265,-1395.7797555337265,-1395.7797555337265,-1395.7797555337265,0.0,0.0,0.0,73855.56589498922
2025-02-01,75251.85280367579,71229.56536450071,81409.67199738888,75251.85280367579,75251.85280367579,1031.8041254629231,1031.8041254629231,1031.8041254629231,1031.8041254629231,1031.8041254629231,1031.8041254629231,0.0,0.0,0.0,76283.65692913871
2025-02-02,75252.35995682862,69467.91606465344,79411.74984608176,75252.35995682862,75252.35995682862,-554.8030889168216,-554.8030889168216,-554.8030889168216,-554.8030889168216,-554.8030889168216,-554.8030889168216,0.0,0.0,0.0,74697.5568679118
2025-02-03,75252.86710998145,71063.53095089814,80807.66310769404,75252.86710998145,75252.86710998145,530.1341468934864,530.1341468934864,530.1341468934864,530.1341468934864,530.1341468934864,530.1341468934864,0.0,0.0,0.0,75783.00125687494
2025-02-04,75253.37426313429,69862.59726258517,79498.85976224623,75253.37426313429,75253.37426313429,-599.7700523068452,-599.7700523068452,-599.7700523068452,-599.7700523068452,-599.7700523068452,-599.7700523068452,0.0,0.0,0.0,74653.60421082744
2025-02-05,75253.88144253349,69809.90548511404,80572.47563001503,75253.88144253349,75253.88144253349,-230.24968984187785,-230.24968984187785,-230.24968984187785,-230.24968984187785,-230.24968984187785,-230.24968984187785,0.0,0.0,0.0,75023.63175269161
2025-02-06,75254.3886219327,71477.15875113514,81173.8313154576,75254.3886219327,75254.3886219327,1218.6643142348628,1218.6643142348628,1218.6643142348628,1218.6643142348628,1218.6643142348628,1218.6643142348628,0.0,0.0,0.0,76473.05293616756
2025-02-07,75254.89580133189,68785.21039997997,78626.49065617805,75254.89580133189,75254.89580133189,-1395.7797555320242,-1395.7797555320242,-1395.7797555320242,-1395.7797555320242,-1395.7797555320242,-1395.7797555320242,0.0,0.0,0.0,73859.11604579986
2025-02-08,75255.4029807311,71747.91008910736,81256.93797221397,75255.4029807311,75255.4029807311,1031.804125464293,1031.804125464293,1031.804125464293,1031.804125464293,1031.804125464293,1031.804125464293,0.0,0.0,0.0,76287.20710619539
2025-02-09,75255.91016013031,69842.63200346615,79392.30927304404,75255.91016013031,75255.91016013031,-554.8030889110064,-554.8030889110064,-554.8030889110064,-554.8030889110064,-554.8030889110064,-554.8030889110064,0.0,0.0,0.0,74701.1070712193
2025-02-10,75256.41733952951,71197.19350929753,80629.6730098578,75256.41733952951,75256.41733952951,530.1341468912162,530.1341468912162,530.1341468912162,530.1341468912162,530.1341468912162,530.1341468912162,0.0,0.0,0.0,75786.55148642072
2025-02-11,75259.3796770788,69882.21949766559,79243.30831718972,75259.3796770788,75259.3796770788,-599.7700522962631,-599.7700522962631,-599.7700522962631,-599.7700522962631,-599.7700522962631,-599.7700522962631,0.0,0.0,0.0,74659.60962478253
2025-02-12,75262.34201462808,70407.76954595227,80046.75828912988,75262.34201462808,75262.34201462808,-230.2496898431355,-230.2496898431355,-230.2496898431355,-230.2496898431355,-230.2496898431355,-230.2496898431355,0.0,0.0,0.0,75032.09232478494
2025-02-13,75265.30435217738,71521.29698443523,81482.74078427716,75265.30435217738,75265.30435217738,1218.6643142299677,1218.6643142299677,1218.6643142299677,1218.6643142299677,1218.6643142299677,1218.6643142299677,0.0,0.0,0.0,76483.96866640735
2025-02-14,75268.26668972665,69374.94233744306,78456.41670268106,75268.26668972665,75268.26668972665,-1395.7797555329712,-1395.7797555329712,-1395.7797555329712,-1395.7797555329712,-1395.7797555329712,-1395.7797555329712,0.0,0.0,0.0,73872.48693419367
2025-02-15,75271.22902727594,71478.50317779512,81135.98991677596,75271.22902727594,75271.22902727594,1031.8041254656634,1031.8041254656634,1031.8041254656634,1031.8041254656634,1031.8041254656634,1031.8041254656634,0.0,0.0,0.0,76303.0331527416
2025-02-16,75274.19136482524,69718.84570328405,79556.2221168964,75274.19136482524,75274.19136482524,-554.8030889149226,-554.8030889149226,-554.8030889149226,-554.8030889149226,-554.8030889149226,-554.8030889149226,0.0,0.0,0.0,74719.38827591031
2025-02-17,75281.13070076251,70798.81967376886,80784.11258809519,75281.13070076251,75281.13070076251,530.1341468889461,530.1341468889461,530.1341468889461,530.1341468889461,530.1341468889461,530.1341468889461,0.0,0.0,0.0,75811.26484765146
2025-02-18,75288.0700366998,69759.12055972315,79324.60172330322,75288.0700366998,75288.0700366998,-599.7700523026577,-599.7700523026577,-599.7700523026577,-599.7700523026577,-599.7700523026577,-599.7700523026577,0.0,0.0,0.0,74688.29998439715
2025-02-19,75295.00937263708,70271.42466425202,80004.89106767354,75295.00937263708,75295.00937263708,-230.24968983640719,-230.24968983640719,-230.24968983640719,-230.24968983640719,-230.24968983640719,-230.24968983640719,0.0,0.0,0.0,75064.75968280068
2025-02-20,75301.94870857436,71620.8262457907,81676.62066537573,75301.94870857436,75301.94870857436,1218.6643142368766,1218.6643142368766,1218.6643142368766,1218.6643142368766,1218.6643142368766,1218.6643142368766,0.0,0.0,0.0,76520.61302281123
2025-02-21,75308.88804451164,69185.82730787259,78800.45892799742,75308.88804451164,75308.88804451164,-1395.7797555346733,-1395.7797555346733,-1395.7797555346733,-1395.7797555346733,-1395.7797555346733,-1395.7797555346733,0.0,0.0,0.0,73913.10828897696
2025-02-22,75315.83078320639,71405.17688508153,81012.556400613,75315.83078320639,75315.83078320639,1031.8041254647762,1031.8041254647762,1031.8041254647762,1031.8041254647762,1031.8041254647762,1031.8041254647762,0.0,0.0,0.0,76347.63490867117
2025-02-23,75322.77352190114,69535.70572736481,79628.52056529837,75322.77352190114,75322.77352190114,-554.8030889137901,-554.8030889137901,-554.8030889137901,-554.8030889137901,-554.8030889137901,-554.8030889137901,0.0,0.0,0.0,74767.97043298735
2025-02-24,75329.71626059589,70913.8757126382,80837.87217639503,75329.71626059589,75329.71626059589,530.1341468939855,530.1341468939855,530.1341468939855,530.1341468939855,530.1341468939855,530.1341468939855,0.0,0.0,0.0,75859.85040748987
2025-02-25,75336.65899929064,69859.32279778422,79797.74071883793,75336.65899929064,75336.65899929064,-599.7700523005639,-599.7700523005639,-599.7700523005639,-599.7700523005639,-599.7700523005639,-599.7700523005639,0.0,0.0,0.0,74736.88894699008
2025-02-26,75343.60173798539,70442.6769260603,80052.50252825124,75343.60173798539,75343.60173798539,-230.2496898296789,-230.2496898296789,-230.2496898296789,-230.2496898296789,-230.2496898296789,-230.2496898296789,0.0,0.0,0.0,75113.3520481557
2025-02-27,75350.54447668014,71719.23215795506,81467.19002908624,75350.54447668014,75350.54447668014,1218.6643142338353,1218.6643142338353,1218.6643142338353,1218.6643142338353,1218.6643142338353,1218.6643142338353,0.0,0.0,0.0,76569.20879091397
2025-02-28,75357.48850193027,69095.76595822904,78970.83902701957,75357.48850193027,75357.48850193027,-1395.77975553562,-1395.77975553562,-1395.77975553562,-1395.77975553562,-1395.77975553562,-1395.77975553562,0.0,0.0,0.0,73961.70874639465
2025-03-01,75364.43252718041,71887.24712663685,81494.93548956876,75364.43252718041,75364.43252718041,1031.8041254661464,1031.8041254661464,1031.8041254661464,1031.8041254661464,1031.8041254661464,1031.8041254661464,0.0,0.0,0.0,76396.23665264656
2025-03-02,75371.37655243053,69975.42695094999,79862.51915918733,75371.37655243053,75371.37655243053,-554.8030889173405,-554.8030889173405,-554.8030889173405,-554.8030889173405,-554.8030889173405,-554.8030889173405,0.0,0.0,0.0,74816.5734635132
2025-03-03,75378.32057768067,71090.47202407084,80930.77311245998,75378.32057768067,75378.32057768067,530.1341468877445,530.1341468877445,530.1341468877445,530.1341468877445,530.1341468877445,530.1341468877445,0.0,0.0,0.0,75908.45472456842
2025-03-04,75385.26460293081,69589.59249505853,79642.05568596732,75385.26460293081,75385.26460293081,-599.7700522993593,-599.7700522993593,-599.7700522993593,-599.7700522993593,-599.7700522993593,-599.7700522993593,0.0,0.0,0.0,74785.49455063145
2025-03-05,75392.20862818096,70529.99519663968,79853.26109627487,75392.20862818096,75392.20862818096,-230.2496898389225,-230.2496898389225,-230.2496898389225,-230.2496898389225,-230.2496898389225,-230.2496898389225,0.0,0.0,0.0,75161.95893834204
2025-03-06,75399.15265618307,72210.3903122698,81476.87024322867,75399.15265618307,75399.15265618307,1218.664314234842,1218.664314234842,1218.664314234842,1218.664314234842,1218.664314234842,1218.664314234842,0.0,0.0,0.0,76617.81697041792
2025-03-07,75406.09668418518,69071.04961203499,78904.4458639011,75406.09668418518,75406.09668418518,-1395.779755533918,-1395.779755533918,-1395.779755533918,-1395.779755533918,-1395.779755533918,-1395.779755533918,0.0,0.0,0.0,74010.31692865126
2025-03-08,75413.04071218728,71720.47860118248,81254.83374427314,75413.04071218728,75413.04071218728,1031.8041254663879,1031.8041254663879,1031.8041254663879,1031.8041254663879,1031.8041254663879,1031.8041254663879,0.0,0.0,0.0,76444.84483765367
2025-03-09,75419.9847401894,70088.7209192121,79585.9896914571,75419.9847401894,75419.9847401894,-554.803088920891,-554.803088920891,-554.803088920891,-554.803088920891,-554.803088920891,-554.803088920891,0.0,0.0,0.0,74865.1816512685
2025-03-10,75426.9287681915,70973.68993678306,81181.80522994889,75426.9287681915,75426.9287681915,530.1341468927837,530.1341468927837,530.1341468927837,530.1341468927837,530.1341468927837,530.1341468927837,0.0,0.0,0.0,75957.06291508429
2025-03-11,75433.87279619361,70039.9775415382,79692.42422757384,75433.87279619361,75433.87279619361,-599.7700522972657,-599.7700522972657,-599.7700522972657,-599.7700522972657,-599.7700522972657,-599.7700522972657,0.0,0.0,0.0,74834.10274389635
2025-03-12,75440.81681753857,70275.61603852724,79835.19757494958,75440.81681753857,75440.81681753857,-230.24968983219418,-230.24968983219418,-230.24968983219418,-230.24968983219418,-230.24968983219418,-230.24968983219418,0.0,0.0,0.0,75210.56712770637
2025-03-13,75447.7608388835,71742.23046184753,81672.5662666729,75447.7608388835,75447.7608388835,1218.6643142299472,1218.6643142299472,1218.6643142299472,1218.6643142299472,1218.6643142299472,1218.6643142299472,0.0,0.0,0.0,76666.42515311345
2025-03-14,75454.70486022848,69413.73675684503,79153.38646039524,75454.70486022848,75454.70486022848,-1395.7797555348648,-1395.7797555348648,-1395.7797555348648,-1395.7797555348648,-1395.7797555348648,-1395.7797555348648,0.0,0.0,0.0,74058.92510469361
2025-03-15,75461.64888157342,71798.02776209507,81697.70622119957,75461.64888157342,75461.64888157342,1031.8041254638842,1031.8041254638842,1031.8041254638842,1031.8041254638842,1031.8041254638842,1031.8041254638842,0.0,0.0,0.0,76493.4530070373
2025-03-16,75468.59290291838,70030.28164043627,79882.28199934539,75468.59290291838,75468.59290291838,-554.8030889150757,-554.8030889150757,-554.8030889150757,-554.8030889150757,-554.8030889150757,-554.8030889150757,0.0,0.0,0.0,74913.7898140033
2025-03-17,75475.53692522766,71140.98782786095,81006.1515192866,75475.53692522766,75475.53692522766,530.1341468832043,530.1341468832043,530.1341468832043,530.1341468832043,530.1341468832043,530.1341468832043,0.0,0.0,0.0,76005.67107211087
2025-03-18,75482.48094753694,70455.01292969364,79880.15703934195,75482.48094753694,75482.48094753694,-599.7700523036601,-599.7700523036601,-599.7700523036601,-599.7700523036601,-599.7700523036601,-599.7700523036601,0.0,0.0,0.0,74882.71089523328
2025-03-19,75489.42496984622,70316.19995820358,80399.03369312258,75489.42496984622,75489.42496984622,-230.24968983345192,-230.24968983345192,-230.24968983345192,-230.24968983345192,-230.24968983345192,-230.24968983345192,0.0,0.0,0.0,75259.17528001277
2025-03-20,75496.3689921555,72356.70868068286,81418.89525553164,75496.3689921555,75496.3689921555,1218.6643142387097,1218.6643142387097,1218.6643142387097,1218.6643142387097,1218.6643142387097,1218.6643142387097,0.0,0.0,0.0,76715.03330639421
2025-03-21,75503.31301446479,69385.15705295696,78926.26287264226,75503.31301446479,75503.31301446479,-1395.7797555331626,-1395.7797555331626,-1395.7797555331626,-1395.7797555331626,-1395.7797555331626,-1395.7797555331626,0.0,0.0,0.0,74107.53325893162
2025-03-22,75510.25703677407,71653.11583360267,81604.45383947012,75510.25703677407,75510.25703677407,1031.804125464126,1031.804125464126,1031.804125464126,1031.804125464126,1031.804125464126,1031.804125464126,0.0,0.0,0.0,76542.0611622382
2025-03-23,75517.20106085637,69990.54528071485,79610.29101826416,75517.20106085637,75517.20106085637,-554.8030889186263,-554.8030889186263,-554.8030889186263,-554.8030889186263,-554.8030889186263,-554.8030889186263,0.0,0.0,0.0,74962.39797193775
2025-03-24,75524.14508493866,71161.76075855915,81265.56961551332,75524.14508493866,75524.14508493866,530.1341468882435,530.1341468882435,530.1341468882435,530.1341468882435,530.1341468882435,530.1341468882435,0.0,0.0,0.0,76054.2792318269
2025-03-25,75531.08910902096,70181.39798649446,79643.9388576209,75531.08910902096,75531.08910902096,-599.7700523015665,-599.7700523015665,-599.7700523015665,-599.7700523015665,-599.7700523015665,-599.7700523015665,0.0,0.0,0.0,74931.3190567194
2025-03-26,75538.03313310326,70017.2703582211,80056.75811086137,75538.03313310326,75538.03313310326,-230.24968983779513,-230.24968983779513,-230.24968983779513,-230.24968983779513,-230.24968983779513,-230.24968983779513,0.0,0.0,0.0,75307.78344326546
2025-03-27,75544.97715718555,71453.32155473872,81707.5861305806,75544.97715718555,75544.97715718555,1218.6643142397168,1218.6643142397168,1218.6643142397168,1218.6643142397168,1218.6643142397168,1218.6643142397168,0.0,0.0,0.0,76763.64147142528
2025-03-28,75551.92118126784,69444.8845987457,78852.85724660364,75551.92118126784,75551.92118126784,-1395.7797555367586,-1395.7797555367586,-1395.7797555367586,-1395.7797555367586,-1395.7797555367586,-1395.7797555367586,0.0,0.0,0.0,74156.14142573108
2025-03-29,75558.86520488605,71988.31484385683,81580.93483245015,75558.86520488605,75558.86520488605,1031.804125465496,1031.804125465496,1031.804125465496,1031.804125465496,1031.804125465496,1031.804125465496,0.0,0.0,0.0,76590.66933035155
2025-03-30,75565.80922850424,70316.24647855184,80035.33406074066,75565.80922850424,75565.80922850424,-554.8030889174938,-554.8030889174938,-554.8030889174938,-554.8030889174938,-554.8030889174938,-554.8030889174938,0.0,0.0,0.0,75011.00613958674
2025-03-31,75572.75325212242,71107.63237203806,80883.89277177752,75572.75325212242,75572.75325212242,530.134146889312,530.134146889312,530.134146889312,530.134146889312,530.134146889312,530.134146889312,0.0,0.0,0.0,76102.88739901173
2025-04-01,75579.69727574063,70179.31210858154,80049.79225928686,75579.69727574063,75579.69727574063,-599.770052307961,-599.770052307961,-599.770052307961,-599.770052307961,-599.770052307961,-599.770052307961,0.0,0.0,0.0,74979.92722343268
2025-04-02,75586.64129935882,70638.56766113869,80529.56524429095,75586.64129935882,75586.64129935882,-230.2496898390529,-230.2496898390529,-230.2496898390529,-230.2496898390529,-230.2496898390529,-230.2496898390529,0.0,0.0,0.0,75356.39160951976
2025-04-03,75593.58532297701,71964.43400826461,81838.46411295317,75593.58532297701,75593.58532297701,1218.6643142407236,1218.6643142407236,1218.6643142407236,1218.6643142407236,1218.6643142407236,1218.6643142407236,0.0,0.0,0.0,76812.24963721774
2025-04-04,75600.52934235362,69345.71664589895,78959.08913897655,75600.52934235362,75600.52934235362,-1395.7797555350564,-1395.7797555350564,-1395.7797555350564,-1395.7797555350564,-1395.7797555350564,-1395.7797555350564,0.0,0.0,0.0,74204.74958681857
2025-04-05,75607.47336173023,71749.88657998925,81522.88775980279,75607.47336173023,75607.47336173023,1031.8041254657373,1031.8041254657373,1031.8041254657373,1031.8041254657373,1031.8041254657373,1031.8041254657373,0.0,0.0,0.0,76639.27748719597
2025-04-06,75614.41738110682,70195.4857131952,80206.40076320607,75614.41738110682,75614.41738110682,-554.8030889167271,-554.8030889167271,-554.8030889167271,-554.8030889167271,-554.8030889167271,-554.8030889167271,0.0,0.0,0.0,75059.61429219009
2025-04-07,75621.36140048342,71438.55901679872,80783.3786249821,75621.36140048342,75621.36140048342,530.1341468870419,530.1341468870419,530.1341468870419,530.1341468870419,530.1341468870419,530.1341468870419,0.0,0.0,0.0,76151.49554737046
2025-04-08,75628.30541986003,69841.43944088863,79757.4565498588,75628.30541986003,75628.30541986003,-599.7700522973789,-599.7700522973789,-599.7700522973789,-599.7700522973789,-599.7700522973789,-599.7700522973789,0.0,0.0,0.0,75028.53536756265
2025-04-09,75635.24943756108,70573.84341385897,80290.74225392008,75635.24943756108,75635.24943756108,-230.24968983232452,-230.24968983232452,-230.24968983232452,-230.24968983232452,-230.24968983232452,-230.24968983232452,0.0,0.0,0.0,75404.99974772875
2025-04-10,75642.19345526215,71717.17775509406,81768.09611965384,75642.19345526215,75642.19345526215,1218.6643142358284,1218.6643142358284,1218.6643142358284,1218.6643142358284,1218.6643142358284,1218.6643142358284,0.0,0.0,0.0,76860.85776949798
2025-04-11,75649.13747296322,69336.6826574799,79020.4712139355,75649.13747296322,75649.13747296322,-1395.7797555341099,-1395.7797555341099,-1395.7797555341099,-1395.7797555341099,-1395.7797555341099,-1395.7797555341099,0.0,0.0,0.0,74253.35771742911
2025-04-12,75656.08149066429,71676.04807935344,81415.75678887936,75656.08149066429,75656.08149066429,1031.804125467108,1031.804125467108,1031.804125467108,1031.804125467108,1031.804125467108,1031.804125467108,0.0,0.0,0.0,76687.8856161314
2025-04-13,75663.02550836536,70470.41911278857,79955.16947205676,75663.02550836536,75663.02550836536,-554.8030889155948,-554.8030889155948,-554.8030889155948,-554.8030889155948,-554.8030889155948,-554.8030889155948,0.0,0.0,0.0,75108.22241944977
2025-04-14,75669.96952606642,71106.2874369957,81408.50505626331,75669.96952606642,75669.96952606642,530.1341468847718,530.1341468847718,530.1341468847718,530.1341468847718,530.1341468847718,530.1341468847718,0.0,0.0,0.0,76200.10367295118
2025-04-15,75676.74508523772,69927.63476283115,79624.92074571278,75676.74508523772,75676.74508523772,-599.7700523037735,-599.7700523037735,-599.7700523037735,-599.7700523037735,-599.7700523037735,-599.7700523037735,0.0,0.0,0.0,75076.97503293394
2025-04-16,75683.52064440903,70531.20754034874,80042.34516744403,75683.52064440903,75683.52064440903,-230.2496898446537,-230.2496898446537,-230.2496898446537,-230.2496898446537,-230.2496898446537,-230.2496898446537,0.0,0.0,0.0,75453.27095456437
2025-04-17,75690.29620358034,72027.37630128648,82050.57733837698,75690.29620358034,75690.29620358034,1218.6643142309335,1218.6643142309335,1218.6643142309335,1218.6643142309335,1218.6643142309335,1218.6643142309335,0.0,0.0,0.0,76908.96051781127
2025-04-18,75697.07176275163,69073.35064945319,79197.36569152681,75697.07176275163,75697.07176275163,-1395.7797555350564,-1395.7797555350564,-1395.7797555350564,-1395.7797555350564,-1395.7797555350564,-1395.7797555350564,0.0,0.0,0.0,74301.29200721657
2025-04-19,75703.84732192293,71922.38158710858,81497.11537860759,75703.84732192293,75703.84732192293,1031.8041254662205,1031.8041254662205,1031.8041254662205,1031.8041254662205,1031.8041254662205,1031.8041254662205,0.0,0.0,0.0,76735.65144738916
2025-04-20,75710.62288109426,70393.22396560643,80277.98364923181,75710.62288109426,75710.62288109426,-554.8030889144623,-554.8030889144623,-554.8030889144623,-554.8030889144623,-554.8030889144623,-554.8030889144623,0.0,0.0,0.0,75155.8197921798
2025-04-21,75717.3984352619,71335.68499263069,81005.53837419127,75717.3984352619,75717.3984352619,530.1341468898111,530.1341468898111,530.1341468898111,530.1341468898111,530.1341468898111,530.1341468898111,0.0,0.0,0.0,76247.53258215172
2025-04-22,75724.17398942956,70044.75008828638,80156.33134749862,75724.17398942956,75724.17398942956,-599.770052302569,-599.770052302569,-599.770052302569,-599.770052302569,-599.770052302569,-599.770052302569,0.0,0.0,0.0,75124.40393712699
2025-04-23,75730.94954359722,70368.64911134621,79937.28987725877,75730.94954359722,75730.94954359722,-230.24968983792533,-230.24968983792533,-230.24968983792533,-230.24968983792533,-230.24968983792533,-230.24968983792533,0.0,0.0,0.0,75500.69985375929
2025-04-24,75737.72509776488,72049.71229133091,81712.806874085,75737.72509776488,75737.72509776488,1218.6643142319406,1218.6643142319406,1218.6643142319406,1218.6643142319406,1218.6643142319406,1218.6643142319406,0.0,0.0,0.0,76956.38941199682
